,iyear,imonth,iday,country_txt,city,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,motive
1545,2007,3,14,India,Sonari,1,Bombing/Explosion,Business,India,United Liberation Front of Assam (ULFA),Commerce disruption/terror
1546,2007,3,14,Iraq,Tuz Khormato,1,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Commerce disruption/terror
1547,2010,7,6,India,Malkangiri district,1,Bombing/Explosion,Educational Institution,India,Communist Party of India - Maoist (CPI-Maoist),Communist Party of India- Maoist (CPI-M) cadres claimed that they destroyed the school building because it was to be used by security forces during the anti-Maoist operations.
1548,2009,3,11,India,Parsando,1,Armed Assault,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),Communist Party of India- Maoist Nexal militants dragged a Janata Dal (United) political party member from his house and killed him for being a police informer.
1549,2010,8,14,India,West Midnapore district,1,Hostage Taking (Kidnapping),Private Citizens & Property,India,Communist Party of India - Maoist (CPI-Maoist),Communist Party of India-Maoist (CPI-M) banners left by the bodies accused the victims of being CPM supporters.
1550,2010,8,12,India,Malkangiri district,1,Bombing/Explosion,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),Communist Party of India-Maoists (CPI-M) posters left at the scene claimed responsibility for the attack because the building was being used by security personnel as camps for anti-Maoist operations.
1551,2013,6,7,Greece,Athens,1,Bombing/Explosion,Police,Greece,Conspiracy of Cells of Fire,"Conspiracy of Cells of Fire stated that they had carried out the attack in support of their imprisoned comrades. Additionally, sources speculated that the attacks may have been in response to the prison conditions of the Conspiracy of Cells of Fire members."
1552,2006,1,23,India,Purulia,1,Bombing/Explosion,Government (General),India,Communist Party of India - Maoist (CPI-Maoist),Convince people to boycott Republic Day
1553,2016,9,9,Russia,Unknown,1,Armed Assault,NGO,International,Cossack Separatists,Cossack Separatists claimed responsibility for the incident and accused the Greenpeace team members of being pro-Western.
1554,2006,4,11,Pakistan,Karachi,1,Bombing/Explosion,Private Citizens & Property,Pakistan,Lashkar-e-Jhangvi,Create unrest to avenge the Sindhi government's policy against religious extremism
1555,1979,12,4,United States,New York City,1,Bombing/Explosion,Business,United States,Croatian Freedom Fighters,"Croatian nationalists were seeking independence of Croatia from Yugoslavia, and wanted the U.S. and West Germany to stop providing economic aid and to break all political and economic ties with Yugoslavia."
1556,2006,4,3,Iraq,Buhriz,1,Bombing/Explosion,Business,Iraq,Unknown,Curtail those soliciting Western-style services
1557,2006,4,3,Iraq,Buhriz,1,Bombing/Explosion,Business,Iraq,Unknown,Curtail those soliciting Western-style services
1558,2006,4,13,Sudan,Warni,1,Armed Assault,Private Citizens & Property,Sudan,Unknown,Cut off water from Warni area
1559,2014,4,13,Philippines,Masara,1,Unknown,Military,Philippines,New People's Army (NPA),"Daniel Ibarra, a spokesperson for the New People's Army (NPA), claimed responsibility for the incident, stating that the ambush was related to attacks on April 7 and 10, 2014, which targeted mining companies accused of destroying the environment."
1560,2013,4,24,Philippines,Elizalde,1,Hostage Taking (Kidnapping),Military,Philippines,New People's Army (NPA),"Daniel Ibarra, spokesperson for the New People's Army (NPA), claimed responsibility for the incident, stating that the NPA detained Jesus Tomas, a member of the Filipino army, in an effort to enforce ""revolutionary justice"" for the death of Roque Antivo, an eight-year old boy who was allegedly killed by Filipino soldiers on April 3, 2013."
1561,1998,8,4,Italy,Turin,1,Bombing/Explosion,Journalists & Media,Italy,Grey Wolves,"Daniele Genco was forced to testify against the head of ""Lupi Grigi"" in 1993 and has been terrorized ever since."
1562,2013,4,29,Pakistan,Lundo,1,Bombing/Explosion,Transportation,Pakistan,Sindhu Desh Liberation Army (SDLA),"Darya Khan, the ""chief commander"" of the Sindhu Desh Liberation Army (SDLA), claimed responsibility for the incident, stating that they executed the attack in retaliation for the recent killing of two activists of  Jeay Sindh Muttahida Mahaz (JSMM), a Sindhi nationalist group."
1563,2013,4,29,Pakistan,Khairpur,1,Bombing/Explosion,Transportation,Pakistan,Sindhu Desh Liberation Army (SDLA),"Darya Khan, the ""chief commander"" of the Sindhu Desh Liberation Army (SDLA), claimed responsibility for the incident, stating that they executed the attack in retaliation for the recent killing of two activists of  Jeay Sindh Muttahida Mahaz (JSMM), a Sindhi nationalist group."
1564,2013,4,29,Pakistan,Haji Abdulnabi Brohi,1,Bombing/Explosion,Transportation,Pakistan,Sindhu Desh Liberation Army (SDLA),"Darya Khan, the ""chief commander"" of the Sindhu Desh Liberation Army (SDLA), claimed responsibility for the incident, stating that they executed the attack in retaliation for the recent killing of two activists of  Jeay Sindh Muttahida Mahaz (JSMM), a Sindhi nationalist group."
1565,2013,4,29,Pakistan,Gambat,1,Bombing/Explosion,Transportation,Pakistan,Sindhu Desh Liberation Army (SDLA),"Darya Khan, the ""chief commander"" of the Sindhu Desh Liberation Army (SDLA), claimed responsibility for the incident, stating that they executed the attack in retaliation for the recent killing of two activists of  Jeay Sindh Muttahida Mahaz (JSMM), a Sindhi nationalist group."
1566,2005,10,17,Afghanistan,Unknown,1,Assassination,Government (General),Afghanistan,Taliban,Daud was targeted for supporting US forces in Afghanistan.
1567,2015,9,2,Iraq,Baghdad,1,Hostage Taking (Kidnapping),Business,Turkey,Death Squad (Iraq),"Death Squad claimed responsibility for the incident and demanded border security against the Islamic State of Iraq and the Levant (ISIL), a halt to oil extraction in the Kurdistan region, and a stop to military operations in Syrian Shiite villages."
1568,2008,1,26,Israel,Sederot,1,Bombing/Explosion,Private Citizens & Property,Israel,Popular Front for the Liberation of Palestine (PFLP),Defense of Palestinians.
1569,2006,7,16,Pakistan,Unknown,1,Bombing/Explosion,Private Citizens & Property,Pakistan,Tribesmen,Demand more political rights and greater share of profits from the region's natural resources
1570,2007,4,2,Nigeria,Unknown,1,Hostage Taking (Kidnapping),Utilities,Nigeria,Unknown,Demand Release of Political Prisoners and Corrupt Governor
1571,2006,4,13,West Bank and Gaza Strip,Ramallah,1,Facility/Infrastructure Attack,Government (General),West Bank and Gaza Strip,Al-Aqsa Martyrs Brigade,Demand that salaries get paid and promotions be given and demand the Hamas government not to issue taxi license to Fatah activists
1572,2006,11,6,Nigeria,Yenagoa,1,Hostage Taking (Kidnapping),Utilities,Nigeria,Unknown,Demanding the Local Population Gain More in the Oil Wealth of Nigeria
1573,2005,5,15,Iraq,Unknown,1,Hostage Taking (Kidnapping),Private Citizens & Property,West Bank and Gaza Strip,Junaid Jihadist Battalion,Demands included the cessation of all business activity in Iraq by the captives' employer
1574,2005,5,10,Iraq,Ramadi,1,Hostage Taking (Kidnapping),Government (General),Iraq,Al-Qaida in Iraq,"Demands included the release of fighters loyal to Abu Musab al-Zarqawi and the withdrawal of U.S. soldiers from the town of Qaim, Iraq."
1575,2006,7,17,Afghanistan,Lashkar Gah,1,Bombing/Explosion,Government (General),Afghanistan,Taliban,Derail U.S.-led reconstruction efforts
1576,2006,4,11,Chad,Mongo,1,Armed Assault,Government (General),Chad,Unknown,Destabilize Chad before May 3 election
1577,2006,4,12,Pakistan,Bannu,1,Bombing/Explosion,Private Citizens & Property,Pakistan,Unknown,Destroy video shops in stores in Bannu
1578,2006,2,28,Spain,Unknown,1,Bombing/Explosion,Government (General),Spain,Basque Fatherland and Freedom (ETA),Detonate bomb outside of Labor Ministry
1579,2013,7,4,Greece,Kavala,1,Bombing/Explosion,Government (General),Greece,Detonators of Social Uprisings,"Detonators of Social Uprisings claimed responsibility for the incident, stating that the attack was executed in solidarity with imprisoned anarchist Costas Sakkas."
1580,2015,1,6,Turkey,Istanbul,1,Bombing/Explosion,Police,Turkey,Devrimici Halk Kurtulus Cephesi (DHKP/C),"Devrimici Halk Kurtulus Cephesi (DHKP/C) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of a teenager during anti-government protests, as well as the decision that four Justice and Development Party (AKP) ministers accused of corruption would not go to trial."
1581,2015,3,31,Turkey,Istanbul,1,Assassination,Government (General),Turkey,Devrimici Halk Kurtulus Cephesi (DHKP/C),"Devrimici Halk Kurtulus Cephesi (DHKP/C) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of Berkin Elvan, who was killed by the authorities in 2013."
1582,2015,1,1,Turkey,Istanbul,0,Armed Assault,Police,Turkey,Devrimici Halk Kurtulus Cephesi (DHKP/C),Devrimici Halk Kurtulus Cephesi (DHKP/C) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the killing of a teenager by authorities in 2013.
1583,2013,3,19,Turkey,Ankara,1,Bombing/Explosion,Government (General),Turkey,Devrimici Halk Kurtulus Cephesi (DHKP/C),"Devrimici Halk Kurtulus Cephesi (DHKP/C) claimed responsibility for the incident, stating that they targeted Turkey's Justice Ministry because it is the symbol of injustice in Ankara."
1584,1999,10,4,Indonesia,Jakarta,0,Facility/Infrastructure Attack,Educational Institution,Australia,Unknown,Discontent with Australian position regarding East Timor
1585,2007,3,17,Afghanistan,Unknown,1,Armed Assault,Private Citizens & Property,Afghanistan,Taliban,Discouraging Afghans from assisting US and NATO troops
1586,2007,3,21,Afghanistan,Shah Joy district,1,Hostage Taking (Kidnapping),Private Citizens & Property,Afghanistan,Taliban,Discouraging Afghans from assisting US and NATO troops
1587,2005,9,20,Georgia,Tskhinvali,1,Bombing/Explosion,Private Citizens & Property,Georgia,Unknown,Disrupt a peaceful settlement between Georgia and South Ossetia.
1588,2006,4,12,Afghanistan,Alishing,1,Bombing/Explosion,Private Citizens & Property,Afghanistan,Taliban,Disrupt activities in Laghman Province
1589,2006,4,12,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Disrupt business activities in Iraq
1590,2005,9,19,Croatia,Zagreb,1,Bombing/Explosion,Government (Diplomatic),Great Britain,Unknown,Disrupt Croatia's efforts to join the EU.
1591,2006,4,4,Afghanistan,Delaram,1,Assassination,Government (General),Iraq,Taliban,Disrupt effort against Taliban operations
1592,2006,4,10,India,Hawraghat,1,Bombing/Explosion,Military,India,Karbi Longri North Cachar Liberation Front (KLNLF),Disrupt election process in Assam and intimidate electorate
